name,artist,genres,id_spotify,cover_art,isrc,preview_url,download_url
Asheghoone,Mazyar Fallahi,"pop,persian",6X78HAieI6doJOEcKbuP6f,https://assets.rjassets.com/static/mp3/mazyar-fallahi-asheghoone/36441771800080d.jpg,FR10S1786861,https://p.scdn.co/mp3-preview/cb732b04a21b01e69ab32394631cb88c4ba7f524?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/15929-055eff35bc54fba.mp3
Mosafer,25 Band,"pop,persian",,https://assets.rjassets.com/static/mp3/25-band-mosafer/2c27cbd764f15bd.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/48504-e226fb637c5663d.mp3
Hamid TalebZadeh _ Hamechi Ar,Hamid Talebzadeh,"pop,persian",,,,,
Naqsh Dar Naqsh - Image In The Image,Madjid Khaladj,"instrumental,traditional,persian",,,,,
Chandan Keh Goftam,Masters of Persian Music,"classical,traditional,persian",,,,,
Chaharmezrab,Shahram Nazeri,"classical,persian",5ozBuhVtDNzzlFDihuxSCR,,AEIRA1010430,https://p.scdn.co/mp3-preview/2e4d4e5f10a0e9f918cf1415682b8e625fa6606b?cid=0f3710c5e6654c7983ad32e438f68f9d,
Gole Aroos,Aref,"pop,persian",43sHZUozyK6sSi1nDSZ5bV,,USBMF0642625,https://p.scdn.co/mp3-preview/af7d813a89b105a8aa3a392aeaf8d2abb7506041?cid=0f3710c5e6654c7983ad32e438f68f9d,
Yaaram Koo,Faramarz Aslani,"pop,instrumental,persian",7H1Gtc5kIxbF5NOCpK3ckN,,,https://p.scdn.co/mp3-preview/ef7c4cf6d4e315e146606a2595b063d713c2cab1?cid=0f3710c5e6654c7983ad32e438f68f9d,
Hasha Makon,Mehrdad,"pop,persian",6N0v3v89nYMXg6qI7GBIQw,,USPUP0813770,https://p.scdn.co/mp3-preview/e4abf76f764154820f3510b80eb1ca86db698811?cid=0f3710c5e6654c7983ad32e438f68f9d,
Gole Bee Goldoon,Googoosh,"pop,instrumental,traditional,persian",563j8FtNp7BFarAy0uGp3Q,,USBMF0540101,https://p.scdn.co/mp3-preview/ef231a90e33c7c34dcb082dbd5d33b581a0bcf0e?cid=0f3710c5e6654c7983ad32e438f68f9d,
"Joon"" OFFICIAL VIDEO",Kamyar,"pop,persian",,,,,
Hesse Parvaz,ParsaLip,"rap,persian",6Uz5Yc4CFM7LlHRUVycM3N,https://assets.rjassets.com/static/mp3/parsalip-hesse-parvaz/bc639abd63fe3f7.jpg,QZ4JJ1940171,https://p.scdn.co/mp3-preview/eb08f8f6bd191a1a86caec4ebf5a2cc1bc3ce84f?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/84866-331180b2f270aea.mp3
Generosity,Arta,"rap,persian",,,,,
Gole Man,Hamid Askari,"pop,persian",,https://assets.rjassets.com/static/mp3/hamid-askari-gole-man/489306d5.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/11269-fc54123e9d2a17d.mp3
Maim o Khoda,Amir Khalvat,"rap,persian",,,,,
Ghol Bede (Ft Gely),Hossein Tohi,"rap,persian",,https://navaimg.b-cdn.net/2015/07/Hossein-Tohi-Ghol-Bede-(Ft-Gely).jpg,,,https://cdn2.navahang.net/media/2015/mp3/l/lq/Hossein%20Tohi%20-%20Ghol%20Bede%20(Ft%20Gely).mp3
Mardom Azar,Barad,"rock,traditional,persian",49aMncn3U2A64945EUZ4Vu,https://apin1mservice.com/image-application/barad-mardom-azar-mp3.jpg,AUCOY1900726,https://p.scdn.co/mp3-preview/d600f1f6390da640e87f044704c8f5fa8680f12a?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/artists/Barad/Barad - Mardom Azar [128].mp3
torkaman,Hossein Alizadeh,"traditional,persian",7bCsbstE6nErLqN0xX6zWt,,ushm20727908,https://p.scdn.co/mp3-preview/ed08d82b6f7029eb0b356cf8ad5f149ff6b87701?cid=0f3710c5e6654c7983ad32e438f68f9d,
Arianaz,Fared Shafinury,"instrumental,traditional,persian",09xx4gllZTlaJ2wI1UxXr2,,,https://p.scdn.co/mp3-preview/f124b025d98f95577535cf2328f72fa8a005b4f9?cid=0f3710c5e6654c7983ad32e438f68f9d,
آکاردئون,Mehrdad Mehdi,"rock,classical,instrumental,persian",,,,,
Agar Baran,Minoo Javan,"traditional,persian",572ecwh32pFsru0hhQUXEc,,uscgj0503554,https://p.scdn.co/mp3-preview/15ce015ddae3a55de27a17a1e0985f6df2e751b7?cid=0f3710c5e6654c7983ad32e438f68f9d,
Blue Dream,Sussan Deyhim,"traditional,persian",6FwyZdoyQfbUjmixQiyw8U,,US4R30735308,https://p.scdn.co/mp3-preview/272ff7e705eab5aee060d8a95041c07a22f0f00c?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ghogha,Khashayar Etemadi,"pop,classical,persian",4tPLql2Zm13JVx8yUhsaCl,https://assets.rjassets.com/static/mp3/khashayar-etemadi-ghogha/22fd2cd38782901.jpg,AEIRA1010311,https://p.scdn.co/mp3-preview/1f0dcd6fba20a0548f0c699437b59e993d9b27b5?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/khashayar-etemadi-ghogha/Khashayar+Etemadi+-+Ghogha.mp3
Daram Divooneh Misham,Kamran & Hooman,"pop,persian",3Oszxkx1BLlBpgxr5juRod,https://assets.rjassets.com/static/mp3/kamran-hooman-daram-divooneh-misham/0e8aa0c9dee1617.jpg,TCABU1497411,https://p.scdn.co/mp3-preview/1fc964bcb9ac72b8e530c48d427df0ab51733d4b?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/kamran-hooman-daram-divooneh-misham/Kamran+%26+Hooman+-+Daram+Divooneh+Misham.mp3
Rok Begam (Feat. Saba Z),TM Bax,"pop,rap,persian",5kLtABQ20rs9XlWlEuNhDO,,TCACG1501909,https://p.scdn.co/mp3-preview/94f84baba6dff2a6df52b05a720f98104bccb1cb?cid=0f3710c5e6654c7983ad32e438f68f9d,
"Avaz va Saz (Neyriz, Aragh, Dashti)",Masters of Persian Music,"classical,traditional,persian",,,,,
Kheili Mamnoon,Siavash Ghomayshi,"pop,rock,persian",,,,,
Tars Az Adama,ParsaLip,"rap,persian",3ZfrOSq6E7EPLWNc9326oo,,QZ4JJ1906443,https://p.scdn.co/mp3-preview/a26e2f266c258c9abe221c6fbbf7e1f8d771b1df?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ta Bahare Delneshin - Original Mix,Ali Zand Vakili,"traditional,persian",4NR8kXRNSdfMF0LDtgDLKq,,GBKQU1664639,https://p.scdn.co/mp3-preview/c643f86c7c759d7edd53ec84f4b894879f669d1a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ancient Love,Pallett,"pop,persian",4P0QriZ6y1XpRjFX7WvqPt,https://assets.rjassets.com/static/mp3/pallett-ancient-love/c66eeadb46496b1.jpg,QM4TX1727487,https://p.scdn.co/mp3-preview/f31455c7a5812ff9724e9265e57e16f071d2609a?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/67812-daf850740b15b7d.mp3
Memory,Ziba Shirazi,"pop,persian",0R0b5JTgtK3WFTyTC2NMic,,uscgj0774337,https://p.scdn.co/mp3-preview/d3a7e0712b33e6cd88103d030988808c944bf771?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ye Chizi Begoo,Mehdi Yarrahi,"pop,persian",3KXApQfFPKfCOmSJJucMKy,https://apin1mservice.com/image-application/mehdi-yarrahi-ye-chizi-begoo-mp3.jpg,FRX201735568,https://p.scdn.co/mp3-preview/2eaf633426a2e79ee170a93ff5404ca1498fd21d?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/artists/Mehdi Yarrahi/Mp3/Mehdi Yarrahi - Ye Chizi Begoo [128].mp3
Man Baa to Hastam (i Am With You),Abjeez,"persian,pop",6vzlT0teo2UejWB2ZYzj3f,,sexgc0600108,https://p.scdn.co/mp3-preview/4133435d8fec1e6bbfa38574ef48d79a7ca82ae9?cid=0f3710c5e6654c7983ad32e438f68f9d,
Kabootar,Maziar,"rap,persian",,,,,
Bi Khodahafez,Reza Sadeghi,"pop,persian",0cFx4YSd7MfpIYWHmxz5mF,https://apin1mservice.com/image-application/reza-sadeghi-bi-khodahafezi-mp3.jpg,IRIRA0913274,https://p.scdn.co/mp3-preview/59705ab20f5a91c9a733160c124077ba2da04f37?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/artists/Reza Sadeghi/Mp3/Reza Sadeghi - Bi Khodahafezi [128].mp3
Babam Migoft,Afshin,"pop,persian",6g92eZL0DUNcIDB6Csthq4,https://assets.rjassets.com/static/mp3/afshin-babam-migoft/5422e54beed83c6.jpg,TCACY1792162,https://p.scdn.co/mp3-preview/85a88eb91becb66f9e283018cb83755d08d6a265?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/68977-020e65ac78f4b76.mp3
Moraghebe To Boodam (Mehran Abbasi Remix),Ahmad Saeedi,"pop,persian",,,,,
In Avalin Bare,Amir Yeganeh,"pop,persian",3T6X2VMz6QhG5iSuBrU9Wa,https://apin1mservice.com/image-application/amiryeganeh-in-avalin-bare-(-new-version-)-mp3.jpg,AUCOY1901062,https://p.scdn.co/mp3-preview/4a78a87e284238035a6f0c4054638408a26bfa8d?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1395/01/19/Amir Yeganeh - In Avalin Bare (Club Mix) [128].mp3
Bidade Zamaneh,Marzieh,"pop,rock,rap,traditional,persian",4GyIANDSSNWo5aGh7zVXoz,,USBMF9220852,https://p.scdn.co/mp3-preview/da96f3832f673975e17fd33f7e7e7b87ceca5843?cid=0f3710c5e6654c7983ad32e438f68f9d,
Zahed,Barad,"rock,traditional,persian",,,,,
Ta Sobh Khoone Narim,25 Band,"pop,persian",,https://assets.rjassets.com/static/mp3/25-band-ta-sobh-khoone-narim/4d5fce8c66a1c2e.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/68024-5daf04b55b06262.mp3
Sobh Ast Saghia,Soheil Nafisi,"pop,rock,persian",2Dyw9gVJRjgE9WzOkOb1th,https://assets.rjassets.com/static/mp3/soheil-nafisi-sobh-ast-saghia/c10901b3920e0c5.jpg,QMBZ91686177,https://p.scdn.co/mp3-preview/46d68d819e07522d0911c8646f9ae9caa06c387d?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/64965-f2f8e9c3960bcb1.mp3
Castle of Loneliness,Faramarz Aslani,"pop,instrumental,persian",,,,,
My Robâb,Ali Samadpour,"instrumental,persian",0j5YKxNd8M8XIf1eC1sCDg,,ES18G1251701,https://p.scdn.co/mp3-preview/68b8cbca1853e072f8e3da4d7c9bf31852984add?cid=0f3710c5e6654c7983ad32e438f68f9d,
Hamin Ke Hasti Bash,Mehdi Yaghmaei,"pop,persian",5cLmB01jH3ymlSAPAz5i5D,https://assets.rjassets.com/static/mp3/mehdi-yaghmaei-hamin-ke-hasti-bash/48a50a16.jpg,DEXM81900621,https://p.scdn.co/mp3-preview/4bc60cebcaa67cfd4a57891550c2da441e886ac3?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mehdi-yaghmaei-hamin-ke-hasti-bash/Mehdi+Yaghmaei+-+Hamin+Ke+Hasti+Bash.mp3
Akhar Mano Be Baad Dad,Hoorosh Band,"pop,persian",3kkxWZyWgr6M8DzukozNZ2,https://apin1mservice.com/image-application/hooroshband-akhar-mano-be-baad-dad-mp3.jpg,FR96X1707436,https://p.scdn.co/mp3-preview/2941a711af9a547ea0d10fbb927a7fbf378d9033?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1396/02/11/Hoorosh Band - Akhar Mano Be Baad Dad [128].mp3
Bahaar,Abdi Behravanfar,"rock,traditional,persian",,,,,
Mahfele Eysho Noosh,Delkash,"pop,classical,traditional,persian",1A19sQcDPA5zY4PL6wUhBT,,USBMF9808071,https://p.scdn.co/mp3-preview/01e3889e6d7e947a6a3b7488b58b429863ec3fa2?cid=0f3710c5e6654c7983ad32e438f68f9d,
Sun In My Back,Sahar,"pop,persian",,,,,
Part XIV,Mohammadreza Aligholi,"classical,instrumental,persian",,,,,
Ashena Sooz,Banan,"rap,classical,traditional,persian",53MrnEZhKau2Lm77VcB27n,,USBMF0962339,https://p.scdn.co/mp3-preview/af39cf87ecb53f07025256cf4d380536a93b6285?cid=0f3710c5e6654c7983ad32e438f68f9d,
Badeh - (Bia2Ahvaz.Ir),Niaz Nawab,"rock,persian",,,,,
Bemanad,Mehdi Ahmadvand,"pop,persian",2RKH3GFXdUtbOkpigI8UGd,https://apin1mservice.com/image-application/mehdi-ahmadvand-bemanad-mp3.jpg,FR59R1927323,https://p.scdn.co/mp3-preview/68d64a5a6e9cd1265fdb2c6555e03af607617b86?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1398/03/22/Mehdi Ahmadvand - Bemanad [128].mp3
Tekrar Tekrar Tekrar Tekr...,Bamdad,"rap,persian",72CwOKYVRjVQNpW5cwKhbi,,QZDA52011918,https://p.scdn.co/mp3-preview/1379dcff81d10e3d4eaf4775aad94f86e7eef22b?cid=0f3710c5e6654c7983ad32e438f68f9d,
Ekipam,Sepehr Khalse,"rap,persian",,,,,
Ta Hamishe,Tik Taak,"rap,persian",6JwVrdSDtfZazqmSZihmP9,https://assets.rjassets.com/static/mp3/tik-taak-ta-hamishe/bd9dcc5d4444600.jpg,TCACM1603946,https://p.scdn.co/mp3-preview/f216fd6e1b213cbb194a78c785491606496a8897?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/52463-3fe7b944e78b104.mp3
Dela Che Keshidi,Homeyra,"pop,persian",5BM9grlnXKLzbs0qrqeI8T,https://navaimg.b-cdn.net/2014/09/Homayra-Dela-Che-Keshidi.jpg,USPUP0810413,https://p.scdn.co/mp3-preview/30bab8d6d6d4f502a35df0d2be1faf9ac06f9bd9?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/artists/homayra/lq/Homayra%20-%20Dela%20Che%20Keshidi.mp3
Shabe Fogholade,Alireza Roozegar,"pop,persian",,https://apin1mservice.com/image-application/alireza-roozegar-shabe-fogholade-mp3.jpg,,,http://music.n1mstaticfile.com/1394/04/30/Alireza Roozegar - Shabe Fogholade [128].mp3
Goftam Gham Tou Daram,Zohreh Jooya,"traditional,persian",51fTZeIyzDgBc5ADERB0ix,,USPUP0812280,https://p.scdn.co/mp3-preview/4a3bb89e3df0d15c5989f0158bea82495daa27c0?cid=0f3710c5e6654c7983ad32e438f68f9d,
Kiss Me On Piano,Dang Show,"persian,traditional",,,,,
Divoone,Mehdi Ahmadvand,"pop,persian",3Eqn3WPgARfEGsIAZCM33u,https://apin1mservice.com/image-application/mehdiahmadvand-divoone-video.jpg,FR2X41779700,https://p.scdn.co/mp3-preview/b103af5be53d303168cb6eabbc70cdeb988259c2?cid=0f3710c5e6654c7983ad32e438f68f9d,
Shabgir (Morghi Az Aghsaye Zolmat ...),Ahmad Shâmlu,"traditional,persian",,,,,
Hichki Mesleh Man,Sogand,"pop,rap,persian",,https://assets.rjassets.com/static/mp3/sogand-hichki-mesleh-man/61f4da8f.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/1217-d9ef4a0a7883872.mp3
Gods and Disasters,Mahdyar,"rap,persian",1DRjoSpHKAZLf5ZOqvj9K0,,ushm91949773,https://p.scdn.co/mp3-preview/e94ed772c5a8601f1bd91bc59a727dc27778ea28?cid=0f3710c5e6654c7983ad32e438f68f9d,
Man-o-To-o-Derakht,Khashayar Etemadi,"pop,classical,persian",0sHrBqMU1iHldotxuF3TBg,https://navaimg.b-cdn.net/2017/11/Khashayar-Etemadi-Mano-To-Derakhto-Baroon.jpg,IRIRA1100953,https://p.scdn.co/mp3-preview/2a1f2a38855cd798b8f9db62183601d5666aa662?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/2017/mp3/11/lq/Khashayar%20Etemadi%20-%20Mano%20To%20Derakhto%20Baroon.mp3
Raftam,Siavash Shams,"pop,persian",,,,,
Man Bi To Mimiram,7th Band,"pop,classical,persian",,https://assets.rjassets.com/static/mp3/7-band-man-bi-to-mimiram/a1955864.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/15632-ff6cb8f94261ac9.mp3
Kam Kam,Mahan Bahram Khan,"pop,persian",,https://assets.rjassets.com/static/mp3/mahan-bahram-khan-kam-kam/1a7da1903740b6a.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/34061-867bd5c154f60df.mp3
Deleh Ma Bien,Shahrokh,"pop,persian",7a7IaEAZDTzF35NPHYYi4u,,USA370392198,https://p.scdn.co/mp3-preview/fa15fa5001d8fa21721758b432891e13490db0bc?cid=0f3710c5e6654c7983ad32e438f68f9d,
Culture,Saber,"pop,persian",58mcoJv2E34PZqaBs6cTQS,,GBKPL1896574,https://p.scdn.co/mp3-preview/b216c198bc17a378dfaa862f6ea74c9b24e68d7a?cid=0f3710c5e6654c7983ad32e438f68f9d,
Emshab,Hamid Talebzadeh,"pop,persian",1Yv41XzaSPmp10DqchAopS,https://assets.rjassets.com/static/mp3/hamid-talebzadeh-emshab/c5175cc0.jpg,DEXM81800139,https://p.scdn.co/mp3-preview/48d251ce7686067f7bc50755bc6f8ed614116313?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/6227-8224a9369dbadca.mp3
Lalalee Mazandarani II,Hamavayan Ensemble,"classical,traditional,persian",,,,,
Khastegiya,Siavash Ghomayshi,"pop,rock,persian",7qiGmwS7S9obOa9aT6Aq5D,https://assets.rjassets.com/static/mp3/siavash-ghomayshi-khastegiya/4b6e4afae680e22.jpg,TCACO1690990,https://p.scdn.co/mp3-preview/b5e6827be7d365660f51159d653c45d989947f07?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/57135-7a19ecf570de4ff.mp3
Chera Ba Oon (Ft Farnam),Amir Yeganeh,"pop,persian",,https://navaimg.b-cdn.net/2016/11/Amir-Yeganeh-Chera-Ba-Oon-Ft-Farnam.jpg,,,https://cdn2.navahang.net/media/2016/mp3/11/128/Amir%20Yeganeh%20-%20Chera%20Ba%20Oon%20(Ft.%20Farnam).mp3
Ashegham Bash,Roozbeh Nematollahi,"pop,persian",4NtcC8F7Go0RyzB2Cue0rV,https://apin1mservice.com/image-application/roozbehnematollahi-ashegham-bash-mp3.jpg,FR96X1742881,https://p.scdn.co/mp3-preview/00ee646f76820dbc31e8a5178de644d2a8ee8a75?cid=0f3710c5e6654c7983ad32e438f68f9d,http://music.n1mstaticfile.com/1396/04/11/Roozbeh Nematollahi - Ashegham Bash [128].mp3
Leyli Jan,Pallett,"pop,persian",1ZXjbVeS7HelIg5hkeV9kC,https://assets.rjassets.com/static/mp3/pallett-leyli-jan/fc9a835a94408db.jpg,QM4TX1727484,https://p.scdn.co/mp3-preview/c3e54483b78b24f0c3a06e52ca052117290586af?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/mp3-256/67811-c85a8b20b2e352c.mp3
Ni Copito,TM Bax,"pop,rap,persian",4EUGZ7GEhZE6l9ypG2ReUj,https://assets.rjassets.com/static/mp3/tm-bax-ni-copito/8b4f0f38c67c729.jpg,,https://p.scdn.co/mp3-preview/567347e02eb53facbf252dcb9a31f544f4cfbc83?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host2.media-rj.com/media/mp3/mp3-256/92172-049fc1172001e6e.mp3
Hadar Shodam,Reza Sadeghi,"pop,persian",6jm03SGQfFSQvEW6fj6DhF,https://assets.rjassets.com/static/mp3/reza-sadeghi-hadar-shodam/1d303bb6.jpg,IRIRA0913273,https://p.scdn.co/mp3-preview/1a4d4d8d6463a5045d31971dd15d6e235252aa28?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/reza-sadeghi-hadar-shodam/Reza+Sadeghi+-+Hadar+Shodam.mp3
Introduction (Ostureh),Shahram Nazeri,"classical,persian",5b28zWwwCb69T1Vy4UFNg2,,IRIRA1100310,https://p.scdn.co/mp3-preview/a168e52980540ef90d94ce17f874c16014e26279?cid=0f3710c5e6654c7983ad32e438f68f9d,
esfahan,Moein,"pop,persian",5ju7rj98SNmAa19eRm5eHL,https://navaimg.b-cdn.net/2013/01/Moein-Paricheh-f.jpg,,https://p.scdn.co/mp3-preview/446f6759a7dbf6fb99349f080144feb20bed6d57?cid=0f3710c5e6654c7983ad32e438f68f9d,https://cdn2.navahang.net/media/artists/albums/Moein/Paricheh/Moein%20-%20Esfahan.mp3
Nachari,Jamshid,"pop,classical,persian",0mkJfcv37hagECyWBHqNQV,https://assets.rjassets.com/static/mp3/jamshid-nachari/86f1571b7ffd7dd.jpg,TCABY1463985,https://p.scdn.co/mp3-preview/1f5c6d8d70419551987d0b4052640b7783593f6f?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/jamshid-nachari/Jamshid+-+Nachari.mp3
Yeh Zarreh Ashegham Bash,Noosh Afarin,"pop,persian",,,,,
Ahay Bacheha (Hey Kidz),Khak,"rock,traditional,persian",4me0uITFxGyX5o5cdylTpc,,uscgh1176386,https://p.scdn.co/mp3-preview/79dfaabbd2f892aae6f32212f6e2498be8eb4d4f?cid=0f3710c5e6654c7983ad32e438f68f9d,
Sogand (Oath),Damahi Band,"rock,persian",,,,,
Suite De Tarz 1-8,Ostad Elahi,"instrumental,traditional,persian",1WdpNPOEPjUk2rGsSTVlgR,,,https://p.scdn.co/mp3-preview/d14584d5f14f80ec0b29314f2b5f5a2c222e93e7?cid=0f3710c5e6654c7983ad32e438f68f9d,
Az To Koja Gorizam,Davood Azad,"classical,traditional,persian",,,,,
Demo,FG,"persian,rap",,,,,
Meykhaneh,Sussan Deyhim,"traditional,persian",3SXpzZV2GvWMYyZkOW9TL0,,BE6F50001550,https://p.scdn.co/mp3-preview/631b24931ff08c040d8815e5136b7b9c54b37105?cid=0f3710c5e6654c7983ad32e438f68f9d,
Hashte Shab,Saeed Kermani,"pop,rap,persian",16bRRhqs0gXsRqkWtJXgd2,,QZHNC2008879,https://p.scdn.co/mp3-preview/05bcf35784c17f0d1d069f7ee52bbd705398ec57?cid=0f3710c5e6654c7983ad32e438f68f9d,
Doghtar Kabol,Hatef,"pop,persian",33Apnbp8RMkgTB0FRFqmA9,,USPUP0810579,https://p.scdn.co/mp3-preview/cf443f2f1a4803bb005e7451c4d7529b5a5bf20e?cid=0f3710c5e6654c7983ad32e438f68f9d,
Eshgham(My Love),Amin Rostami,"pop,persian",39GewBxIR6E9AGUCpAQ0G1,,USV351343065,https://p.scdn.co/mp3-preview/74ec40f757314303e8ec65ebae487cf6eb8d9180?cid=0f3710c5e6654c7983ad32e438f68f9d,
Till When?,Faramarz Aslani,"pop,instrumental,persian",0ysRrYyYTNBmH7lng2QwMB,,,https://p.scdn.co/mp3-preview/70ab1ff571c06f51a57b2eb4f38140bc6d404e30?cid=0f3710c5e6654c7983ad32e438f68f9d,
In Zemestounam Tamum Shod,Alireza Talischi,"pop,persian",,https://apin1mservice.com/image-application/alireza-talischi-in-zemestounam-tamum-shod-mp3.jpg,,,http://music.n1mstaticfile.com/Artist/Alireza Talischi/Mp3/Alireza Talischi - In Zemestounam Tamum Shod [128] .mp3
Koja Miri,Mohammad Alizadeh,"pop,persian",,https://apin1mservice.com/image-application/mohammad-alizadeh-koja-miri-mp3.jpg,,,http://music.n1mstaticfile.com/1394/06/19/Mohammad Alizadeh - Koja Miri [128].mp3
Tarsnak,Bamdad,"rap,persian",0H2Ydm0b63DgLo0raV6S9V,,GBSMU5388996,https://p.scdn.co/mp3-preview/dd8693bb4dda36fbe163b01257dc913332eb9066?cid=0f3710c5e6654c7983ad32e438f68f9d,
Pledge,Mamak Khadem,"traditional,persian",4uXic4vx7AbtyutmVHAOFI,,US29K1592109,https://p.scdn.co/mp3-preview/5ed53b4db4e62b8fe3be972fd13f7c1d65ee0dcf?cid=0f3710c5e6654c7983ad32e438f68f9d,
Mr. Violet,Pallett,"pop,persian",,https://assets.rjassets.com/static/mp3/pallett-mr-violet/4bd09268.jpg,,,https://host1.media-rj.com/media/mp3/mp3-256/9881-07f93ff8bc3cc22.mp3
Castle of Lonliness (Ghaleye Tanhaee),Faramarz Aslani,"rock,persian",2arWLTCSFzH7vDD5ae2vo1,,USBMF9924054,https://p.scdn.co/mp3-preview/b34ead8c62e7469a57c1a1a9eff0059aa3fefedb?cid=0f3710c5e6654c7983ad32e438f68f9d,
"Renoncement (feat. Nahawa Doumbia, Mali)",Keyvan Chemirani,"instrumental,traditional,persian",,,,,
Bedehkar,Alireza Roozegar,"pop,persian",3IhU10Kle6SLTe1iUICTRn,https://assets.rjassets.com/static/mp3/alireza-roozegar-bedehkar/e35c2822.jpg,DEXM81901040,https://p.scdn.co/mp3-preview/52653009894898b8fcb19df34cdfa0b94eceaa7b?cid=0f3710c5e6654c7983ad32e438f68f9d,https://host1.media-rj.com/media/mp3/alireza-roozegar-bedehkar/Alireza+Roozegar+-+Bedehkar.mp3
